,question,answer,context
74,How many actions does it take to process the lemon juice?,1,"crisp - cook soy "" bacon "" according to package directions . remove to plate . when cool enough to handle , cut into 1/2-inch pieces . in large bowl , combine soy "" bacon "" and tofu . in small bowl , toss avocado with lemon juice , then add to tofu mixture along with tomatoes and lettuce . add dressing , toss to coat and serve . "
75,How many times is the knife used?,1,"pour the water over dates in a saucepan and let stand . cream butter and sugar until light and fluffy . add the eggs one at a time , beating well . gently fold in the flour . add the date mixture and pour into a lightly greased 18 cm ( 7 "" ) square or round cake tin . bake in a preheated oven at 180 degc ( 350 degf ) for 35 minutes . to make toffee sauce , combine remaining ingredients in a saucepan , bring to the boil and simmer for 5 minutes , stirring all the time . cut pudding into squares and place each square in the centre of a warm plate . pour hot toffee sauce over each serving and serve with cream or ice cream . "
76,How many actions does it take to process the butter?,1,"pour the water over dates in a saucepan and let stand . cream butter and sugar until light and fluffy . add the eggs one at a time , beating well . gently fold in the flour . add the date mixture and pour into a lightly greased 18 cm ( 7 "" ) square or round cake tin . bake in a preheated oven at 180 degc ( 350 degf ) for 35 minutes . to make toffee sauce , combine remaining ingredients in a saucepan , bring to the boil and simmer for 5 minutes , stirring all the time . cut pudding into squares and place each square in the centre of a warm plate . pour hot toffee sauce over each serving and serve with cream or ice cream . "
77,"How many times is the lightly greased 18 cm ( 7 "" ) square used?",1,"pour the water over dates in a saucepan and let stand . cream butter and sugar until light and fluffy . add the eggs one at a time , beating well . gently fold in the flour . add the date mixture and pour into a lightly greased 18 cm ( 7 "" ) square or round cake tin . bake in a preheated oven at 180 degc ( 350 degf ) for 35 minutes . to make toffee sauce , combine remaining ingredients in a saucepan , bring to the boil and simmer for 5 minutes , stirring all the time . cut pudding into squares and place each square in the centre of a warm plate . pour hot toffee sauce over each serving and serve with cream or ice cream . "
78,How many actions does it take to process the lettuce?,1,"be sure to use the firm , chinese - style tofu rather than the soft or regular tofu . it tastes best after it has been marinated for several days . prepare the grill if you are grilling the tofu , and grill it on both sides , about 6 inches above the coals , until it is well - browned and a little crispy . otherwise , broil the tofu on both sides . spread the bread with mayonnaise and horseradish to taste . slice the tofu in half , crosswise , to make pieces 1/2-inch thick , and cut the pieces to fit the bread . arrange the tomato slices on the tofu , and salt and pepper them ; add the onion if desired . cover with the lettuce and another slice of bread . "
79,How many actions does it take to process the onion?,2,"be sure to use the firm , chinese - style tofu rather than the soft or regular tofu . it tastes best after it has been marinated for several days . prepare the grill if you are grilling the tofu , and grill it on both sides , about 6 inches above the coals , until it is well - browned and a little crispy . otherwise , broil the tofu on both sides . spread the bread with mayonnaise and horseradish to taste . slice the tofu in half , crosswise , to make pieces 1/2-inch thick , and cut the pieces to fit the bread . arrange the tomato slices on the tofu , and salt and pepper them ; add the onion if desired . cover with the lettuce and another slice of bread . "
80,How many times is the knife used?,1,"remove stems and wash the fruit . hull strawberries . first place red dried berries in a pan with very little water boil until they become mushy . add the straberries and continue to boil until they are soft , this should take approximately 20 min . stir in cornstarch , lemon juice and orange vanilla sugar . continue to boil until the fruit begins to set . cool the mixture for 15 to 20 min and then store in warmed jam jars . "
81,How many actions does it take to process the fruit?,1,"remove stems and wash the fruit . hull strawberries . first place red dried berries in a pan with very little water boil until they become mushy . add the straberries and continue to boil until they are soft , this should take approximately 20 min . stir in cornstarch , lemon juice and orange vanilla sugar . continue to boil until the fruit begins to set . cool the mixture for 15 to 20 min and then store in warmed jam jars . "
82,How many actions does it take to process the fish?,1,"make three 2-inch slits on each side of each catfish . stuff each slit with a slice of ginger . pour enough peanut oil into a wok or a large , deep skillet so that it will cover catfish completely when frying . heat oil until sizzling hot . fry catfish in the hot oil , one at a time , turning to cook on all sides until golden brown and crispy and fish flakes easily when tested with a fork . drain on paper towels . place on serving plates and squeeze lemon juice over the hot catfish . garnish with fried mushrooms , enoki mushrooms and greens . serve with a bowl of ponzu sauce . "
83,How many actions does it take to process the oil?,1,"make three 2-inch slits on each side of each catfish . stuff each slit with a slice of ginger . pour enough peanut oil into a wok or a large , deep skillet so that it will cover catfish completely when frying . heat oil until sizzling hot . fry catfish in the hot oil , one at a time , turning to cook on all sides until golden brown and crispy and fish flakes easily when tested with a fork . drain on paper towels . place on serving plates and squeeze lemon juice over the hot catfish . garnish with fried mushrooms , enoki mushrooms and greens . serve with a bowl of ponzu sauce . "
84,How many actions does it take to process the powdered sugar?,1,"in silver mug or collins glass , dissolve powdered sugar with water . fill with finely shaved ice and add bourbon . stir until glass is heavily frosted , adding more ice if necessary . ( do not hold glass with hand while stirring . ) decorate with sprigs of fresh mint so that the tops are about two inches above the rim of the glass . use short straws so that it will be necessary to bury nose in mint , which is intended for scent rather than taste . "
